Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	%Crash	vel_crashes	ang_vel_crashes	angle_crashes	fuel_crashes	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
13	-15.90623	8.647466	-4.571244	-37.55732	43.421052631578945	9	0	10	1	110.166664	-17.574036	6.541371	-7.2357197	-56.7416	28000	-2.157688e-08	88.97947	-0.016441071	-6.4318466	1.195074	0.008006877	0.099	79.0	89.3069679737091
14	-18.975065	11.47697	-6.0082774	-51.9789	37.35294117647058	5	1	14	1	121.5625	-16.862917	9.699215	-4.4185214	-61.632008	30000	1.1920929e-09	127.81735	-0.010541083	-15.020584	1.2063605	0.01507503	0.1185	18.0	94.59489417076111
15	-15.98033	9.521589	-5.587765	-42.44934	41.66666666666666	9	1	10	1	113.588234	-18.38759	6.637357	-5.12271	-49.05756	32000	8.106232e-09	109.56613	-0.009432124	-8.4104	1.2008781	0.015260834	0.1025	14.0	99.81845664978027
16	-10.976487	4.2691636	-4.426313	-19.109053	37.5	8	0	10	0	85.608696	-15.625709	3.7965548	-5.7212358	-22.968773	34000	-8.845329e-08	53.896023	-0.016182758	-30.083656	1.1336511	0.009079978	0.0885	79.0	106.56213903427124
17	-16.339977	7.6326838	-4.7242374	-31.59674	30.0	9	1	13	2	102.89474	-12.474447	7.3711243	-2.9483242	-52.401577	36000	1.2874604e-08	114.00355	-0.02204178	-19.701447	1.1589861	0.01504001	0.174	71.0	112.94231939315796
18	-12.596454	8.286304	-4.8664174	-33.30748	22.368421052631575	5	0	7	3	109.333336	-15.501948	7.597529	-4.5060678	-46.080147	38000	-1.8239021e-08	106.318245	-0.018924091	-8.883965	1.1222928	0.013293253	0.163	79.0	118.74287033081055
19	-10.202192	4.6498137	-3.1508298	-23.43609	10.714285714285715	7	1	7	0	73.96296	-13.607219	2.8350983	-4.7446303	-18.924324	40000	-9.441376e-08	35.464016	-0.018368524	-17.756144	1.0368259	0.007815754	0.101	79.0	127.13897061347961
20	-9.744896	4.0171824	-4.477154	-22.521736	8.84615384615385	9	0	9	0	78.8	-9.95617	2.1147428	-3.9902213	-15.562231	42000	2.515316e-08	13.539943	-0.011735458	-1.6009293	1.0460371	0.01868832	0.113	8.0	134.19026398658752
21	-9.79884	4.264006	-3.7505982	-18.786839	4.00000000000001	4	0	10	1	103.89474	-8.479504	2.078712	-4.111769	-13.837159	44000	0.0	27.929092	-0.014525392	-2.6315784	1.121691	0.015362564	0.0745	23.0	140.3800916671753
22	-15.368754	15.476483	-4.638506	-52.347782	0.63636363636363	6	0	5	3	157.2	-14.594704	13.44199	-3.9942584	-72.061325	46000	3.0398368e-09	390.00214	-0.0053708833	-102.57721	1.1695986	0.017591678	0.163	11.0	144.3366997241974
23	-7.0951886	2.9311566	-2.459796	-14.4830675	6.739130434782609	2	0	4	0	89.72727	-14.703483	3.3583403	-6.107598	-23.888884	48000	5.2928925e-08	80.66684	-0.01708733	-66.9659	1.0815735	0.00743065	0.1405	79.0	150.80030822753906
24	-11.230136	9.470688	-3.7648828	-33.58725	0.454545454545453	4	1	3	3	184.6	-12.719082	9.435453	-3.8283343	-47.894447	50000	-1.26361845e-08	107.45958	-0.014825876	-15.512978	1.1638492	0.015306944	0.163	9.0	155.10897254943848
25	-6.4607573	2.0731578	-2.9747727	-10.913306	2.777777777777779	4	0	2	1	84.35294	-17.305573	15.769687	-5.294502	-79.97319	52000	-3.2544136e-08	741.98846	-0.00511373	-197.87231	1.0773762	0.018435767	0.1045	3.0	160.41218447685242
26	-6.4364843	2.2627797	-3.465154	-13.061344	5.833333333333336	4	0	2	0	84.91304	-10.598797	2.3132415	-5.298571	-20.97355	54000	-4.529953e-09	28.235752	-0.010409064	-20.064175	1.0324153	0.012358324	0.069	79.0	167.30094933509827
27	-8.196739	3.2633302	-4.2924566	-15.363994	3.83333333333333	6	0	8	1	85.565216	-7.4187202	2.2750816	-4.1938024	-17.184565	56000	4.7683715e-09	11.768523	-0.016554568	-0.7262678	1.0251932	0.011137304	0.0995	79.0	173.98397827148438
28	-7.1181717	2.668294	-3.6677659	-12.44064	1.782608695652172	7	0	2	0	88.22727	-7.8721466	2.0277483	-4.198638	-16.773083	58000	7.367134e-08	8.31937	-0.011229226	-1.959827	1.0382482	0.011717941	0.0765	79.0	180.55896735191345
29	-6.313759	2.2066607	-2.8521135	-11.4968815	1.000000000000004	5	0	2	0	82.708336	-6.9503856	1.7306243	-3.9572568	-15.247858	60000	1.3113022e-09	6.8920197	-0.010410407	-1.4920793	1.0165303	0.00954103	0.0935	79.0	187.91983580589294
30	-5.847312	2.2814372	-3.4741168	-13.198248	0	1	0	2	0	92.666664	-5.856163	1.5670172	-3.1220734	-13.19609	62000	8.46386e-09	6.9193816	-0.012662435	-0.29803276	1.0487927	0.0095647145	0.059	79.0	194.3640341758728
31	-5.4487977	1.6874641	-2.3462923	-8.841478	0	0	0	0	0	90.09091	-5.128622	1.2918772	-2.9188213	-11.699724	64000	2.2888184e-08	3.7640817	-0.011494864	-0.21859121	1.0299442	0.009625129	0.0945	79.0	200.75492000579834
32	-5.5385623	1.5511807	-3.1120243	-9.082378	0	2	0	1	0	88.181816	-5.1664996	1.3208613	-3.203908	-12.572685	66000	1.66893e-08	3.5138416	-0.004702329	-0.20512533	1.0167992	0.015175968	0.157	10.0	207.26157903671265
33	-4.765438	0.9603645	-2.8448505	-6.1118197	0	1	0	0	0	101.210526	-4.822724	1.2182177	-3.0274394	-12.090466	68000	-9.536743e-09	2.0861144	-0.0032083879	-0.50018275	1.0821731	0.0152398	0.1535	11.0	213.30565094947815
34	-5.7751613	1.3293151	-2.681162	-8.177328	0	0	0	1	0	101.42105	-4.358304	1.1419092	-2.4859076	-10.78363	70000	-1.8835069e-08	3.0806518	-0.006571094	-0.7776058	1.0790429	0.009750423	0.081	79.0	219.3375780582428
35	-5.9679923	1.7397791	-3.2202947	-10.487648	0	1	0	2	0	95.04762	-5.0755024	1.164366	-3.083453	-11.216573	72000	-6.437302e-09	2.9494784	-0.013878867	-0.4857571	1.0532218	0.011082639	0.119	79.0	227.53017687797546
36	-5.5645733	1.98784	-2.8313246	-9.321029	0	0	0	2	0	102.31579	-5.131842	1.1745322	-3.2788694	-10.987877	74000	1.4781952e-08	3.7640717	-0.010025931	-0.28065085	1.0782703	0.012850308	0.097	79.0	234.39764761924744
37	-5.3920584	1.5616391	-3.4081411	-10.627997	0	0	0	0	0	103.42105	-4.6487017	0.90278494	-2.9434454	-9.546852	76000	1.192093e-10	2.6002996	-0.007333684	-0.22083831	1.0722741	0.016288009	0.1285	7.0	240.8168444633484
38	-4.901456	1.6096957	-2.3076413	-8.132983	0	0	0	0	0	115.29412	-4.9186954	0.87658626	-3.4891484	-9.59526	78000	7.450581e-09	3.5904274	-0.014238802	-0.70165324	1.1028198	0.011952309	0.098	79.0	247.17292952537537
39	-4.759635	1.0020759	-3.4125695	-6.955926	0	0	0	0	0	119.125	-4.172617	0.79004186	-2.878942	-8.841122	80000	-1.7166137e-08	1.1057634	-0.007175615	-0.067926764	1.0960289	0.015105664	0.125	28.0	252.89800190925598
40	-4.9187403	1.0783612	-3.2976627	-7.270193	0	0	0	0	0	113.70588	-4.137204	0.6418489	-2.7397208	-8.269407	82000	1.3113022e-08	1.3637818	-0.014927565	-0.09691	1.0752978	0.01090337	0.0805	79.0	261.01253032684326
41	-4.0235715	0.9537196	-3.08022	-6.266588	0	0	0	0	0	120.6875	-4.162114	0.5998547	-3.0030336	-8.020735	84000	-2.169609e-08	1.5036638	-0.009645606	-0.62695307	1.0807945	0.01532234	0.1675	29.0	268.090646982193
42	-4.5758524	1.0151602	-2.8307807	-6.475255	0	0	0	1	0	116.05882	-3.4919672	0.528393	-2.5544329	-6.983612	86000	8.225441e-09	1.4468373	-0.005383377	-0.263767	1.0418528	0.016746895	0.274	7.0	274.763130903244
43	-4.0819626	0.5998826	-3.2058842	-5.3331385	0	0	0	0	0	129.06667	-3.8716397	0.6067975	-2.7741144	-7.294268	88000	-9.536743e-09	0.7249515	-0.010335522	-0.22980753	1.0625578	0.015716532	0.168	26.0	280.8161177635193
44	-4.606542	0.8119153	-3.253016	-6.3569546	0	0	0	0	0	128.26666	-3.3743432	0.45497793	-2.5703356	-6.3091187	90000	-6.198883e-09	1.0080081	-0.005314098	-0.33185625	1.0247498	0.01606177	0.213	8.0	287.00942158699036
45	-5.012574	1.303561	-3.1204453	-8.428835	0	0	0	0	0	122.375	-4.2375097	0.6212521	-3.0457983	-7.3344545	92000	6.198883e-09	1.3845156	-0.01588545	-0.11595392	1.0331509	0.008515811	0.1	79.0	293.77200269699097
46	-4.8810816	1.2823404	-2.8513875	-7.2657027	0	0	0	1	0	123.0625	-4.3584943	0.65899605	-2.9946911	-7.367104	94000	-1.3351441e-08	1.3696247	-0.007635579	-0.11743903	1.0225092	0.015110376	0.1535	12.0	300.28252029418945
47	-3.961314	1.0094187	-2.0756743	-5.886804	0	0	0	0	0	139.42857	-3.8217242	0.5646866	-2.9315336	-6.355524	96000	2.503395e-09	1.4472789	-0.009909794	-0.36896265	1.0533154	0.0046280026	0.0505	79.0	306.62117314338684
48	-4.297839	0.62322664	-3.1971543	-5.605592	0	0	0	0	0	131.4	-3.4141426	0.48459473	-2.4858046	-6.092413	98000	1.7642975e-08	0.53697276	-0.015704725	-0.053132594	1.0596526	0.009649065	0.128	79.0	313.6507394313812
49	-4.20086	0.5007425	-3.3871357	-5.03411	0	0	0	1	0	141.07143	-3.4244437	0.5405365	-2.641582	-6.2561626	100000	-7.1525574e-10	0.2987215	-0.007535201	-0.01629141	1.0444561	0.006073484	0.0575	79.0	319.88534355163574
