Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	%Crash	vel_crashes	ang_vel_crashes	angle_crashes	fuel_crashes	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
31	-4.330215	1.1285006	-2.0448983	-7.294757	0	0	0	0	0	152.76923	-4.12135	0.7035344	-3.1514497	-6.6684113	64000	-9.775162e-09	1.2591857	-0.0037545378	-0.37597138	1.1271687	0.015898928	0.173	11.0	177.04984068870544
32	-4.2687597	0.6700488	-3.098269	-5.134368	0	0	0	0	4	197.0	-3.3924165	0.45943674	-2.7787387	-5.4921875	66000	5.722046e-09	0.77420795	-0.012223034	-0.059356034	1.1464778	0.012932535	0.1135	79.0	182.97289323806763
33	-4.1535773	0.847945	-2.592357	-5.499876	4.090909090909092	0	0	0	1	180.9	-3.3797588	0.5679209	-2.7356825	-5.91742	68000	-2.384186e-10	0.7935298	-0.0142164705	-0.036178827	1.1263137	0.011634031	0.1205	79.0	187.97519540786743
34	-4.2069693	0.8769075	-3.0771694	-5.6620016	4.090909090909092	0	0	0	1	181.0	-3.2674594	0.5539718	-2.6891294	-5.7802453	70000	6.198883e-09	0.9558464	-0.0052223024	-0.0321334	1.1005278	0.015066444	0.1485	10.0	191.655770778656
35	-3.7705257	1.1017987	-2.3210301	-6.074822	0	0	0	0	0	153.07692	-3.506324	0.57876796	-2.78896	-5.906977	72000	2.2888184e-08	1.558611	-0.01340098	-0.2613001	1.0815916	0.010029011	0.0925	79.0	197.03097319602966
36	-3.2641633	0.5322561	-2.628703	-4.424286	0	0	0	0	0	158.5	-2.9740088	0.47807884	-2.4805498	-5.2551646	74000	7.7486035e-09	0.6606989	-0.01418668	-0.21820983	1.0984397	0.003929449	0.1155	79.0	204.53194618225098
37	-3.2534628	0.4217206	-2.6485894	-3.9990635	0	0	0	0	0	153.84616	-2.5846772	0.39455074	-2.1799011	-4.6545873	76000	1.9073487e-09	0.8916303	-0.004067731	-0.024188817	1.0912246	0.015381798	0.185	12.0	211.71148419380188
38	-3.6350358	0.57579565	-2.3934577	-4.3649907	0	0	0	0	0	169.36363	-2.68193	0.41626522	-2.2335336	-4.7169166	78000	-4.4107438e-09	0.43786067	-0.01042037	-0.045388877	1.0755332	0.013541578	0.08	79.0	216.66569757461548
39	-3.2206948	0.84412885	-2.1991143	-4.920274	0	0	0	0	0	161.83333	-2.80905	0.42760107	-2.32918	-4.7785044	80000	-1.168251e-08	0.876956	-0.013044069	-0.1272124	1.0705721	0.0106543	0.1205	79.0	221.360515832901
40	-3.1778388	0.428024	-2.4590735	-4.086306	0	0	0	0	0	167.45454	-2.5098026	0.4055134	-2.0922132	-4.5491705	82000	1.5497208e-09	0.31699187	-0.011160249	-0.02281627	1.0666996	0.0093950005	0.069	79.0	226.0418417453766
41	-3.1673062	0.66247964	-2.3303707	-4.6759753	0	0	0	0	0	162.66667	-2.4920835	0.45584363	-2.0096412	-4.495276	84000	6.9141386e-09	0.536947	-0.013176273	-0.027314603	1.0318662	0.015069905	0.1445	54.0	230.95446372032166
42	-3.6496134	0.5007532	-2.791785	-4.5774264	0	0	0	0	0	172.36363	-2.3463562	0.4078089	-1.9384745	-4.286391	86000	1.7702579e-08	0.5066191	-0.011767009	-0.18248451	1.0279349	0.0053954283	0.0875	79.0	235.26839232444763
43	-3.6191583	0.56431425	-2.403589	-4.286408	0	0	0	0	0	173.45454	-2.81087	0.57459843	-2.1445923	-4.885971	88000	2.6226044e-09	0.43825006	-0.012224031	-0.015064895	1.0016277	0.008473878	0.077	79.0	239.83837580680847
44	-3.1748495	0.68528616	-2.2969184	-4.8203607	0	0	0	0	0	178.27272	-2.658996	0.5112559	-2.106053	-4.6146216	90000	-4.4107438e-09	0.69099283	-0.014499963	-0.12404865	0.9777385	0.0067220624	0.086	79.0	244.92645025253296
45	-3.1875312	0.38926575	-2.4034016	-3.6558585	4.090909090909092	0	0	0	1	187.1	-2.331982	0.42584124	-1.8888164	-4.2014184	92000	1.3113022e-08	0.23994006	-0.011987888	-0.017678708	0.9652924	0.0062089437	0.101	79.0	249.5873987674713
46	-2.8762686	0.38232657	-2.241671	-3.6356313	3.333333333333332	0	0	0	1	181.27272	-2.2732387	0.43493932	-1.8332063	-4.154254	94000	2.9802323e-09	0.29729414	-0.011123875	-0.079393074	0.9756278	0.01079321	0.0955	79.0	256.29153180122375
47	-3.1647422	0.32311216	-2.5778978	-3.925257	0	0	0	0	0	175.63637	-2.0669212	0.42399755	-1.6386012	-3.6275494	96000	2.270937e-08	0.1713906	-0.010306724	-0.051304176	0.95607436	0.009118348	0.0675	79.0	262.95573258399963
48	-3.000725	0.36293045	-2.1321204	-3.6595025	0	0	0	0	0	174.63637	-2.2626288	0.48130342	-1.7365143	-4.0905795	98000	1.2755394e-08	0.20810984	-0.010495069	-0.019034758	0.9599413	0.0042943642	0.0415	79.0	268.3714861869812
49	-3.2549806	0.47446942	-2.499715	-3.9372125	0	0	0	0	2	185.5	-2.130894	0.45163938	-1.6559286	-3.8538606	100000	6.6757204e-09	0.34109363	-0.012839458	-0.05704561	0.9496296	0.007928105	0.0735	79.0	274.0487651824951
