Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	%Crash	vel_crashes	ang_vel_crashes	angle_crashes	fuel_crashes	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
16	-17.509468	5.412659	-6.8542595	-28.132744	75.0	7	0	15	0	103.0	-15.351269	2.9213724	-5.1042995	-20.356623	34000	-1.1920929e-09	37.717117	-0.015910164	-3.9143257	1.1942674	0.008751549	0.1155	79.0	96.79704999923706
17	-16.39753	7.1221886	-8.26912	-30.231764	73.23529411764706	11	0	10	0	121.0625	-15.979086	3.5699234	-6.526588	-32.689598	36000	-6.0796737e-09	44.87367	-0.023873521	-2.7717896	1.1917359	0.014798098	0.186	79.0	101.58600878715515
18	-13.833411	5.816666	-4.8138824	-24.693842	68.33333333333334	11	0	12	0	112.882355	-15.509703	3.9624982	-7.4478345	-25.107277	38000	-8.225441e-09	41.72032	-0.01890558	-10.588558	1.1854737	0.0079109175	0.1155	79.0	107.48879861831665
19	-11.218254	6.8416896	-3.5148425	-32.306744	55.58823529411765	9	0	6	0	118.0625	-12.657408	3.493531	-3.8895447	-18.382957	40000	-4.8041343e-08	52.205482	-0.022622807	-7.9814873	1.1685565	0.012923544	0.1125	79.0	114.03224611282349
20	-8.954775	3.1410694	-4.386448	-15.873415	43.82352941176471	9	0	4	0	116.375	-10.037511	2.698682	-4.0532637	-14.139792	42000	-1.09910964e-07	15.614429	-0.019467102	-6.238209	1.1481591	0.015000405	0.1935	78.0	119.32351016998291
21	-11.428082	3.5430067	-6.7050424	-17.592834	38.33333333333333	6	0	8	2	141.71428	-8.041789	2.4218128	-2.765564	-12.324687	44000	2.384186e-10	29.448568	-0.018638302	-6.6930275	1.1635098	0.012344393	0.1005	79.0	124.57372736930847
22	-10.005518	3.3617272	-3.7636435	-14.619905	33.88888888888889	3	0	5	3	206.125	-8.42739	2.6209583	-4.224235	-14.621078	46000	3.5762786e-09	17.823187	-0.019552605	-1.2471924	1.2162987	0.01041059	0.113	79.0	129.15288543701172
23	-9.575926	2.9441044	-6.1049995	-14.518839	31.66666666666666	2	0	2	4	244.75	-7.9595504	2.804467	-4.224762	-13.759897	48000	-2.4557114e-08	15.840455	-0.02146938	-1.714591	1.2233554	0.008966264	0.1715	79.0	135.0400538444519
24	-9.232783	2.201485	-4.988422	-14.025017	28.63636363636363	1	0	6	4	176.3	-8.452582	2.549549	-4.5122914	-14.049388	50000	-4.0769578e-08	6.4766564	-0.021928864	-1.3351283	1.1632606	0.008781706	0.172	79.0	140.21085596084595
25	-11.151074	6.8591886	-5.9574256	-27.383255	27.5	0	0	2	3	269.7143	-7.006698	2.2232792	-3.9154797	-12.454929	52000	1.5497208e-09	22.154188	-0.020499196	-1.9606476	1.1836059	0.0122719975	0.1875	79.0	143.80423402786255
26	-6.332305	2.3406012	-3.4411426	-11.279035	21.363636363636367	1	0	1	3	191.3	-7.9732804	2.8084617	-4.479942	-13.688685	54000	2.0205974e-08	17.685171	-0.014735404	-9.546648	1.1521285	0.006500082	0.1025	79.0	148.8481388092041
27	-7.3756623	2.0965896	-3.7091086	-11.253754	23.46153846153847	1	0	2	2	155.83333	-6.3958855	1.9118019	-3.4001718	-10.523095	56000	-1.2516975e-09	6.628524	-0.016736036	-0.49503422	1.133411	0.009105337	0.102	79.0	155.46660900115967
28	-5.9739513	2.5222762	-2.4996054	-11.832587	23.46153846153847	1	0	2	2	159.08333	-5.992235	1.6088037	-3.4901845	-10.16338	58000	8.8214875e-09	6.4230957	-0.01427095	-1.8068371	1.1203157	0.008605239	0.081	79.0	160.38569903373718
29	-5.492847	1.6060631	-3.3379636	-9.800513	9.285714285714285	1	0	1	0	153.23077	-4.805575	1.3664669	-2.950913	-8.772831	60000	2.384186e-10	3.652841	-0.015597573	-0.23521233	1.1311218	0.008498876	0.128	79.0	165.94627976417542
30	-5.1324134	1.8718939	-3.4255767	-11.278542	10.0	2	0	2	1	132.8	-4.6596212	1.2989283	-2.8219244	-8.176365	62000	1.8119811e-08	2.5011942	-0.010128911	-0.48727036	1.1130446	0.01603148	0.0965	8.0	173.7069594860077
31	-4.9984717	1.1735371	-3.0771155	-6.985743	2.6923076923076925	0	0	0	1	161.41667	-4.0031295	1.0309175	-2.5955653	-7.3393073	64000	5.1259996e-09	1.6913983	-0.01432592	-0.12300658	1.1301204	0.010998345	0.1635	79.0	179.68119621276855
32	-5.6745415	2.1769335	-2.8093746	-9.439205	1.666666666666667	0	0	1	0	141.5	-4.220701	1.031648	-2.6782622	-7.11618	66000	-6.556511e-10	4.3983183	-0.018840665	-0.32834435	1.0969354	0.011537987	0.1045	79.0	186.50754404067993
33	-4.6092615	1.3081925	-2.4258966	-7.8578663	2.1428571428571423	0	0	0	1	146.0	-4.509785	1.0997084	-3.0217052	-7.428197	68000	5.9366226e-08	2.054575	-0.016732866	-0.7403425	1.0999486	0.007029948	0.1335	79.0	191.20708799362183
34	-4.5707707	1.2095637	-3.02408	-7.0479584	0	0	0	0	0	147.15384	-3.7503126	0.8615412	-2.6021035	-6.358269	70000	-3.218651e-09	1.5167593	-0.01393037	-0.031719327	1.0771009	0.0045319414	0.066	79.0	196.36783695220947
35	-4.2492023	1.009278	-2.884317	-6.3515306	0	0	0	0	0	143.76923	-3.7621143	0.85012126	-2.7069738	-6.3721657	72000	8.34465e-09	1.434203	-0.017867332	-0.15217209	1.0585545	0.0058423905	0.131	79.0	203.28948783874512
36	-3.8959773	0.6639876	-2.6473308	-5.246703	1.666666666666667	0	0	1	0	142.0	-3.6786332	0.85627884	-2.5608017	-6.015276	74000	-4.1723253e-10	1.0236439	-0.015396109	-0.3789301	1.0321546	0.009584679	0.122	79.0	211.61831641197205
37	-4.8905816	1.7395796	-2.584257	-9.916471	1.666666666666667	0	0	1	0	138.21428	-3.2624104	0.71942693	-2.2245553	-5.335765	76000	1.26361845e-08	3.7562792	-0.013114451	-0.8064542	1.0289043	0.007988504	0.0755	79.0	216.91316056251526
38	-3.8277528	0.8546661	-2.4440825	-5.2963347	0	0	0	0	0	145.84616	-3.8028612	0.7988154	-2.7340546	-6.0746093	78000	-7.629395e-09	1.351886	-0.013517367	-0.5730644	1.0488299	0.0061157877	0.0985	79.0	221.81101083755493
39	-4.195319	0.8731439	-2.8296733	-6.14864	0	0	0	0	0	144.53847	-3.242181	0.64547026	-2.325624	-5.203567	80000	1.2874604e-08	0.7899867	-0.018504187	-0.04514247	1.0113509	0.010416776	0.083	79.0	226.90264177322388
40	-4.3024745	0.9449274	-2.9122274	-5.9331136	2.1428571428571423	0	0	1	0	148.0	-3.2071235	0.6215827	-2.4307103	-5.2633815	82000	-1.2159347e-08	1.0534611	-0.0156055465	-0.101465344	1.0037183	0.0077155237	0.1055	79.0	231.87626910209656
41	-3.5324016	0.5342774	-2.9181273	-4.766334	2.1428571428571423	0	0	1	0	153.15384	-3.4184031	0.6755553	-2.668289	-5.5255055	84000	-1.7404556e-08	0.89141273	-0.011913777	-0.4769178	1.0182004	0.0070688636	0.068	79.0	236.627756357193
42	-4.248005	0.7288532	-3.314098	-5.9221354	0	0	0	0	0	154.0	-2.8858895	0.52019596	-2.231365	-4.7753787	86000	-1.7881394e-08	1.013274	-0.012895714	-0.36825746	0.9939398	0.005776805	0.0635	79.0	241.54279232025146
43	-3.762636	0.5798629	-2.89362	-4.9541373	2.1428571428571423	0	0	1	0	152.3077	-3.4548008	0.64730495	-2.5942302	-5.436917	88000	-4.5776368e-08	0.7979774	-0.016664596	-0.27855384	0.9899793	0.011130356	0.141	79.0	246.70012307167053
44	-3.8850148	0.65539145	-3.092248	-5.283678	0	0	0	0	0	150.07692	-2.9848063	0.517963	-2.2553873	-4.7814364	90000	-3.3378602e-09	0.59006244	-0.01276176	-0.041392148	1.0066683	0.015180844	0.127	41.0	252.04149222373962
45	-3.78734	1.0924988	-2.4092736	-6.674601	0	0	0	0	0	158.16667	-3.131083	0.5934333	-2.3274353	-4.9540935	92000	-2.0980835e-08	1.3032117	-0.015184644	-0.045000315	0.9864648	0.008662241	0.1085	79.0	258.6753022670746
46	-3.3841531	0.67119414	-2.278808	-4.552903	0	0	0	0	0	158.41667	-2.896317	0.513231	-2.2394347	-4.6678286	94000	4.172325e-09	0.5070187	-0.015300501	-0.103598654	1.0105824	0.009315555	0.078	79.0	264.7990095615387
47	-3.286564	0.49579576	-2.4536865	-4.130667	2.6923076923076925	0	0	1	0	164.83333	-2.5531378	0.46523938	-1.937648	-4.335891	96000	2.3126603e-08	0.32981533	-0.009875786	-0.02454108	0.9796135	0.0071928194	0.057	79.0	271.4247250556946
48	-3.8312023	0.95222646	-2.785312	-6.0474725	0	0	0	0	0	159.41667	-2.494403	0.49103642	-1.8068169	-4.2626185	98000	3.695488e-09	1.2051622	-0.015996708	-0.25504327	0.9732276	0.007905805	0.0715	79.0	279.04412627220154
49	-3.374389	0.6059463	-2.6570218	-4.7226763	0	0	0	0	0	158.08333	-2.903287	0.54795456	-2.1375835	-4.5976973	100000	-9.059906e-09	0.5426963	-0.0113659445	-0.11796084	0.9772389	0.005666856	0.048	79.0	284.0474166870117
