Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	%Crash	vel_crashes	ang_vel_crashes	angle_crashes	fuel_crashes	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
15	-22.300755	8.002255	-8.127949	-40.364674	21.66666666666667	7	0	13	1	137.0	-21.012981	4.4952035	-7.9105906	-30.374878	32000	3.5762786e-09	58.748165	-0.014721648	-2.3863869	1.236221	0.008290436	0.1115	79.0	98.90636658668518
16	-18.666937	8.475572	-7.538347	-33.113125	16.66666666666667	10	0	11	1	129.0	-19.955765	5.3042383	-6.9447	-29.176998	34000	-3.0994416e-09	81.39036	-0.018598791	-20.979675	1.2313162	0.015223471	0.1355	43.0	103.8207015991211
17	-23.057028	8.052568	-9.529352	-37.427383	15.0	6	0	7	2	217.88889	-14.512219	4.301936	-6.4281526	-23.062578	36000	-5.543232e-09	89.161995	-0.018844059	-21.600494	1.250906	0.009723303	0.0875	79.0	108.31975245475769
18	-12.984676	6.3447304	-7.2700515	-28.607967	12.777777777777786	2	0	4	2	242.875	-16.828238	6.110422	-6.370748	-28.451334	38000	5.51939e-08	75.336586	-0.025126666	-45.781586	1.2543344	0.00960505	0.143	79.0	112.15832352638245
19	-9.523609	2.8722324	-4.386096	-13.741101	3.454545454545453	1	0	3	3	182.8	-11.905199	3.6501968	-4.861391	-18.317572	40000	2.1457673e-08	26.741507	-0.022763057	-16.209988	1.2616282	0.013871166	0.157	79.0	116.47283864021301
20	-12.913882	6.402736	-5.5154057	-22.834078	3.88888888888889	0	0	5	6	238.375	-7.873246	2.6630683	-3.586504	-12.771516	42000	-3.8146974e-09	46.059677	-0.023370344	-4.9431953	1.2403306	0.015096235	0.1265	46.0	120.2338707447052
21	-11.152088	3.9412756	-6.0936556	-15.708538	5.0	0	0	1	4	579.6667	-7.702855	2.2658563	-4.6225734	-14.526385	44000	1.3351441e-08	13.015221	-0.015811408	-1.5159874	1.2762798	0.015270677	0.129	57.0	123.42200469970703
22	-13.429342	2.5539737	-10.875368	-15.983315	5.0	0	0	0	3	674.0	-8.15314	2.0769656	-5.366633	-15.031417	46000	1.180172e-08	10.607765	-0.007957521	-4.3616624	1.2479893	0.0150866015	0.2185	11.0	126.1702311038971
23	-7.851214	1.5865943	-4.95798	-9.981184	0.5	0	0	1	6	261.42856	-10.321076	3.0353394	-6.023233	-16.815409	48000	1.9669534e-08	21.475239	-0.0145086935	-16.127682	1.2439163	0.013606719	0.1455	79.0	130.27219200134277
24	-5.339126	1.2248175	-3.5563684	-7.342593	1.66666666666666	0	0	0	6	219.875	-7.5404396	1.9455788	-4.8586607	-11.8411255	50000	4.9710273e-08	12.482019	-0.008304758	-9.679367	1.2069044	0.01554184	0.125	12.0	133.67217016220093
25	-5.9689994	1.4418601	-4.104647	-9.431615	0	0	0	1	1	152.46153	-5.6827803	1.37966	-3.1961894	-8.4106455	52000	-4.4107438e-08	2.8869386	-0.014513353	-0.81865406	1.1668959	0.008341203	0.099	79.0	138.68422174453735
26	-6.070601	1.6028244	-4.1707864	-9.476871	0.384615384615385	0	0	0	2	162.58333	-4.608332	1.0831885	-2.919106	-7.270972	54000	-8.881092e-09	3.741833	-0.012690304	-0.25598598	1.1567609	0.0049943035	0.078	79.0	143.5507106781006
27	-6.0330305	1.6247572	-4.1037498	-9.837417	0.454545454545453	0	0	1	5	189.2	-4.9200687	1.1322725	-3.0766969	-7.615335	56000	-2.3841857e-09	3.29412	-0.017008303	-0.14728618	1.1690186	0.011735218	0.1475	79.0	148.03953456878662
28	-5.6435633	1.2380399	-4.0705967	-8.33413	5.0	0	0	0	7	207.66667	-4.6089697	0.93451697	-3.2956414	-7.3921	58000	-1.7881394e-10	1.4720814	-0.016578669	-0.07072139	1.1514865	0.005526309	0.1205	79.0	152.2232596874237
29	-5.1389484	1.2154602	-3.2522457	-7.249092	0	0	0	0	0	172.27272	-4.5561576	0.9863131	-3.0801961	-7.106173	60000	4.2915342e-09	2.0417116	-0.013629324	-0.25055122	1.1411167	0.010522812	0.1065	79.0	156.757422208786
30	-5.0848627	0.8652185	-3.2976341	-6.4508085	1.363636363636367	0	0	0	4	193.6	-4.0388627	0.81405634	-2.7935057	-6.3920865	62000	7.152557e-09	1.0157247	-0.0085580675	-0.038370132	1.123866	0.005688331	0.0445	79.0	161.18137311935425
31	-4.7680135	1.4342471	-2.3848736	-6.4681435	0	0	0	0	1	169.54546	-4.079372	0.8688541	-2.9435098	-6.417481	64000	-1.6689301e-09	2.3047507	-0.019825116	-0.07284927	1.1138135	0.008578744	0.1065	79.0	165.3606960773468
32	-4.54978	0.65766406	-3.5103395	-5.9260826	0	0	0	0	1	173.27272	-3.8885815	0.75826234	-2.7643683	-6.0654187	66000	-8.3446505e-10	0.6517184	-0.013540185	-0.11746234	1.1110119	0.008129964	0.092	79.0	170.09559869766235
33	-4.7010236	0.9019982	-3.835899	-6.6836605	0	0	0	0	1	184.3	-3.5428932	0.6060456	-2.741883	-5.5782404	68000	1.7404556e-08	0.8906297	-0.01522792	-0.043362916	1.0878603	0.0019657828	0.0945	79.0	174.67812490463257
34	-4.74945	0.95422465	-3.5636563	-6.1533146	5.0	0	0	0	5	200.0	-3.6129081	0.6395763	-2.8086526	-5.8705735	70000	9.536744e-10	0.9425437	-0.01359899	-0.02716726	1.0867883	0.010400266	0.096	79.0	178.6640682220459
35	-4.1079507	0.9200164	-2.7687197	-5.9141903	0	0	0	0	0	171.09091	-3.8154824	0.67732143	-2.9301891	-5.898563	72000	-3.1352045e-08	1.2695304	-0.012479253	-0.35094714	1.0703541	0.0052902596	0.0925	79.0	183.143492937088
36	-4.196995	0.66547304	-2.9181705	-5.022376	3.1818181818181834	0	0	0	2	185.6	-3.2559252	0.48048738	-2.5900207	-5.0932007	74000	1.4305115e-09	0.52887493	-0.010731392	-0.019676864	1.0612489	0.004638252	0.0755	79.0	188.247483253479
37	-4.0450153	1.0073779	-2.595667	-6.434928	0	0	0	0	0	177.09091	-3.3326533	0.55376744	-2.5802107	-5.211478	76000	-4.529953e-09	0.93695796	-0.012421989	-0.03631544	1.040902	0.0106143225	0.1025	79.0	192.7512834072113
38	-3.6145935	0.32810405	-3.0738819	-4.263159	0	0	0	0	0	176.63637	-3.176859	0.47688353	-2.5855517	-5.070604	78000	5.3644182e-09	0.37034556	-0.0035482936	-0.16979244	1.0258741	0.0152825145	0.1865	9.0	197.20275688171387
39	-3.5067108	0.78252494	-2.2560613	-5.003469	0	0	0	0	0	157.16667	-2.8536932	0.42725852	-2.2887058	-4.445586	80000	5.722046e-09	0.62768334	-0.01072987	-0.03194487	1.010593	0.0032298951	0.0485	79.0	201.85329341888428
40	-3.297809	0.43054667	-2.6857066	-3.862647	0	0	0	0	0	159.58333	-2.757685	0.42460647	-2.2446902	-4.420288	82000	1.835823e-08	0.35612583	-0.011053762	-0.068763405	1.0133625	0.009427907	0.1245	79.0	206.61957478523254
41	-3.3001573	0.47437724	-2.6868181	-4.197679	0	0	0	0	0	168.36363	-2.4707115	0.34881076	-2.0973241	-4.055158	84000	7.152557e-09	0.30845514	-0.009759699	-0.02140209	0.9823985	0.008242453	0.063	79.0	211.24351501464844
42	-3.4326525	0.60945284	-2.518967	-4.641058	0	0	0	0	0	159.75	-2.598189	0.4300398	-2.102861	-4.2340727	86000	3.3378602e-09	0.3779191	-0.0149915125	-0.007350743	0.94234353	0.0063019926	0.0835	79.0	215.8391468524933
43	-3.6339798	0.7669334	-2.6754599	-5.2506485	0	0	0	0	0	162.08333	-2.6071298	0.43329853	-2.0944326	-4.0783052	88000	-2.1457671e-09	0.6757439	-0.011917285	-0.047558844	0.9386777	0.004711067	0.0795	79.0	221.04172945022583
44	-3.6287699	0.68442553	-2.2289617	-4.8831286	0	0	0	0	0	159.75	-2.8207607	0.5212922	-2.2248852	-4.53769	90000	-6.437302e-09	0.45366502	-0.009892204	-0.0033796132	0.9543168	0.0068927943	0.0685	79.0	227.83475065231323
45	-3.489982	0.671568	-2.3662646	-4.551225	0	0	0	0	0	171.18182	-2.7380369	0.4633546	-2.1966188	-4.344845	92000	-6.437302e-09	0.50636375	-0.012576057	-0.013412535	0.9453718	0.0053752773	0.058	79.0	232.75407004356384
46	-3.361641	0.41059858	-2.7825632	-4.1573033	0	0	0	0	0	172.81818	-2.6398175	0.4361996	-2.14686	-4.077577	94000	-9.059906e-09	0.24032986	-0.014606457	-0.025217697	0.93927974	0.01055041	0.1145	79.0	238.59432458877563
47	-3.4333599	0.5998482	-2.2468631	-4.4930234	0	0	0	1	0	165.33333	-2.5712495	0.45829096	-2.055102	-4.150861	96000	1.5497208e-09	0.37398112	-0.0133427605	-0.008005261	0.9675799	0.007337872	0.085	79.0	243.61289381980896
48	-3.078976	0.46539074	-2.133879	-3.6389253	0	0	0	0	0	166.81818	-2.5934443	0.4870425	-2.0632455	-4.1904736	98000	1.2040139e-08	0.37695312	-0.012163762	-0.081364125	0.9500234	0.011737319	0.0885	79.0	248.8179271221161
49	-3.3686564	0.4000829	-2.6726658	-3.902899	0	0	0	0	0	169.36363	-2.3402257	0.42962548	-1.885525	-3.842403	100000	-2.7418137e-08	0.25503364	-0.012169368	-0.044343024	0.9526245	0.009740321	0.073	79.0	254.16191148757935
