Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	%Crash	vel_crashes	ang_vel_crashes	angle_crashes	fuel_crashes	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
16	-24.704977	9.952333	-10.853029	-37.985348	100.0	6	1	10	3	206.22223	-22.602177	5.984954	-11.055616	-43.118874	34000	1.2874604e-08	110.19403	-0.021280112	-5.904869	1.2364454	0.008715444	0.132	79.0	49.04383683204651
17	-17.255379	6.364571	-9.434606	-30.162542	100.0	6	0	11	3	171.27272	-22.40551	5.2960935	-10.016316	-33.08061	36000	3.051758e-08	96.37272	-0.025882747	-46.019928	1.2406827	0.014357548	0.2	79.0	53.02915859222412
18	-11.038561	2.5551558	-7.385798	-15.931191	87.5	1	0	4	5	282.0	-13.578531	4.3186865	-6.2091312	-22.698193	38000	-3.7312507e-08	37.810764	-0.019623874	-20.280298	1.2615477	0.007396176	0.1245	79.0	56.00571346282959
19	-11.533858	4.4851923	-5.7827597	-18.645388	61.53846153846154	2	0	6	3	161.41667	-12.892917	3.1682065	-6.580457	-18.595999	40000	2.4437904e-08	30.21859	-0.019696575	-8.025688	1.2211733	0.013412589	0.142	79.0	60.64773893356323
20	-12.961387	4.0350723	-4.838829	-18.417772	87.5	2	0	6	5	267.2857	-9.336819	3.1555507	-4.237857	-15.867323	42000	-1.07288365e-08	28.41273	-0.021406602	-1.8562336	1.2315767	0.00547079	0.1065	79.0	63.418132305145264
21	-9.909302	2.9056776	-6.278475	-14.785239	85.71428571428571	0	0	2	4	310.16666	-8.804542	3.083599	-4.6913376	-15.907357	44000	-1.8239021e-08	12.601092	-0.020691458	-3.0072174	1.241616	0.0139579475	0.156	79.0	66.04585647583008
22	-12.857063	3.1429477	-10.092523	-18.141068	80.0	0	0	1	3	489.25	-7.738048	2.4371128	-4.110261	-14.149764	46000	-2.002716e-08	5.773406	-0.008553284	-0.17513895	1.2148184	0.01585029	0.228	12.0	68.62366127967834
23	-7.432029	1.4063073	-5.833162	-10.851516	36.36363636363637	0	0	1	3	187.9	-8.90835	3.0030937	-4.1908374	-14.578849	48000	-1.66893e-08	14.5801115	-0.016348757	-8.00016	1.2119094	0.015248135	0.223	49.0	71.66595029830933
24	-8.74009	3.1444173	-5.2229958	-14.035893	60.0	0	0	2	5	196.88889	-7.624773	2.101349	-4.308079	-12.309365	50000	9.417534e-09	12.347303	-0.02339237	-0.43198776	1.1623179	0.009784908	0.1475	79.0	75.11000204086304
25	-8.248675	3.0908663	-5.3851357	-15.340945	60.0	0	0	2	6	213.44444	-7.2965155	2.036859	-4.006711	-12.0211735	52000	-1.3887882e-08	12.406971	-0.017279204	-0.5364504	1.1311201	0.00920999	0.1335	79.0	79.23462677001953
26	-7.298928	2.8074167	-3.396515	-12.310315	41.66666666666667	0	0	4	3	178.0	-6.866151	2.3380885	-3.644464	-11.682841	54000	7.2717667e-09	12.555029	-0.014924548	-1.2416105	1.1108406	0.0059955763	0.0985	79.0	83.46526718139648
27	-6.055799	2.0284102	-4.005989	-11.56934	15.384615384615385	0	0	1	1	162.41667	-6.7711926	1.8992745	-3.7889693	-11.121202	56000	-2.6524066e-08	8.455965	-0.015583187	-2.5132923	1.0823936	0.007359184	0.11	79.0	87.95746779441833
28	-6.947067	1.6882633	-3.2663076	-9.07243	14.285714285714285	0	0	2	0	143.53847	-5.9373612	1.6369294	-3.3798804	-9.9630165	58000	7.2717667e-09	4.584852	-0.014494427	-0.2657838	1.0575151	0.008119316	0.0965	79.0	91.94829607009888
29	-6.0055685	1.5137548	-3.1808262	-8.284477	0.0	0	0	0	0	133.0	-5.7644787	1.5659767	-3.3029013	-9.740213	60000	5.6028364e-09	4.0161943	-0.011772063	-0.7707155	1.052676	0.008189425	0.0885	79.0	95.6478202342987
30	-5.6001863	0.6905159	-4.3544445	-6.495319	7.142857142857142	0	0	0	1	152.53847	-5.0131183	1.3164284	-3.1115894	-8.796255	62000	-3.528595e-08	1.4421825	-0.0134255225	-0.3004619	1.04765	0.00902817	0.085	79.0	99.11709308624268
31	-5.350039	1.7024182	-3.3052564	-7.828052	0.0	0	0	0	0	142.38461	-4.73938	1.1333151	-3.121029	-8.162864	64000	-2.169609e-08	3.6795723	-0.012329788	-0.21951103	1.0427202	0.007906151	0.1115	79.0	102.81000065803528
32	-4.3671017	1.0610127	-3.0924144	-6.9992146	0.0	0	0	0	0	152.66667	-4.493837	1.0175624	-3.0975523	-7.767538	66000	3.838539e-08	2.1377766	-0.0100526465	-1.0096697	1.0103905	0.0100373095	0.091	79.0	107.04143714904785
33	-4.8673577	0.938981	-3.0335214	-6.841763	15.384615384615385	0	0	0	2	163.66667	-3.7108495	0.75472355	-2.6699889	-6.5279365	68000	4.053116e-09	1.2421933	-0.014837389	-0.08676338	0.9934565	0.011207904	0.1195	79.0	110.48479676246643
34	-4.887739	0.92888653	-2.97752	-6.31702	0.0	0	0	0	0	144.76923	-4.02939	0.82578343	-2.8113203	-6.640003	70000	-7.390976e-09	1.0448925	-0.012827646	-0.044702053	1.0022401	0.010358998	0.1095	79.0	113.98375964164734
35	-4.7066336	1.0589721	-3.2656703	-7.0643873	0.0	0	0	0	0	146.07692	-3.905987	0.79662126	-2.8523364	-6.594226	72000	-1.0371208e-08	1.3877147	-0.013157299	-0.05024147	0.97961086	0.009203397	0.0745	79.0	117.59271192550659
36	-4.0850735	1.3648925	-2.5241709	-7.9438357	0.0	0	0	0	0	139.57143	-3.7914624	0.73586607	-2.8582554	-6.2921205	74000	-1.2874604e-08	1.8635389	-0.010671206	-0.28365886	0.99512273	0.004456192	0.0685	79.0	121.0974555015564
37	-3.9440236	1.0843524	-2.5646331	-6.2385974	0.0	0	0	0	0	138.92857	-3.3606336	0.6024948	-2.6208608	-5.6220407	76000	-1.3351441e-08	1.247219	-0.009556417	-0.032565355	0.989151	0.005465935	0.0585	79.0	124.91980695724487
38	-3.6770737	0.6831783	-2.4804173	-5.3301544	6.666666666666667	0	0	1	0	142.78572	-3.1574879	0.53123075	-2.5700624	-5.291598	78000	1.1444092e-08	0.623035	-0.010244282	-0.05447787	0.9811413	0.0060629454	0.0475	79.0	128.60976552963257
39	-3.9644332	0.6643172	-2.7953951	-5.3430653	0.0	0	0	0	0	140.78572	-2.9394984	0.47425443	-2.4297822	-4.9349866	80000	-8.34465e-09	0.6391219	-0.008643946	-0.10848373	0.96869665	0.01332585	0.058	79.0	132.29976320266724
40	-3.7127447	0.63747853	-2.6661453	-5.0433855	0.0	0	0	0	0	143.23077	-3.335486	0.541717	-2.635621	-5.2547483	82000	2.503395e-09	0.583741	-0.010815375	-0.11486113	0.98120606	0.01248118	0.098	79.0	135.8116011619568
41	-3.4463475	0.5694353	-2.5594633	-4.59603	0.0	0	0	0	0	144.92308	-2.9818327	0.4688372	-2.4475842	-4.769604	84000	1.2338162e-08	0.4498061	-0.010298973	-0.07801205	0.9802911	0.011189772	0.1195	79.0	139.33770036697388
42	-3.5316658	0.6573186	-2.6047804	-4.729942	7.142857142857142	0	0	1	0	152.3077	-2.6983256	0.39961582	-2.2523236	-4.399245	86000	9.6559525e-09	0.54681355	-0.009237812	-0.027941644	0.97540617	0.009529349	0.074	79.0	142.90126085281372
43	-4.3333697	0.795624	-2.931085	-5.6492486	0.0	0	0	0	0	147.92308	-2.9224944	0.48757252	-2.317248	-4.5297318	88000	2.1457673e-08	1.183925	-0.0132887615	-0.4699062	0.981532	0.008422906	0.065	79.0	146.48813676834106
44	-3.2616708	0.82126665	-2.279027	-4.8424044	0.0	0	0	0	0	146.07692	-3.5221055	0.5875264	-2.782355	-5.21596	90000	-2.3126603e-08	1.6984901	-0.012473275	-0.8951521	0.9748658	0.015246562	0.1335	36.0	150.2775695323944
45	-3.2926965	0.44780636	-2.7762535	-4.1385527	7.142857142857142	0	0	1	0	151.84616	-2.6192853	0.38253617	-2.1581416	-4.008138	92000	-1.7166137e-08	0.25554135	-0.008217203	-0.017565489	0.9680527	0.010251247	0.057	79.0	154.77870392799377
46	-3.651082	0.73514146	-2.4587696	-4.562304	0.0	0	0	0	0	147.53847	-2.5367246	0.3763856	-2.0984185	-3.9972975	94000	1.4305115e-09	0.6679845	-0.0066380356	-0.1329366	0.9718306	0.01674789	0.204	7.0	158.40704441070557
47	-3.5898275	0.6265573	-2.564198	-4.7856197	0.0	0	0	0	0	148.15384	-2.8730733	0.4632473	-2.3289292	-4.3661313	96000	2.1457671e-09	0.43911862	-0.01222847	-0.0075820386	0.9402094	0.009329772	0.0665	79.0	162.10314869880676
48	-3.747463	0.6400126	-2.9427023	-4.792372	0.0	0	0	0	0	149.84616	-2.7967138	0.4412978	-2.3120353	-4.2641907	98000	-1.6212464e-08	0.4949284	-0.009901851	-0.062051564	0.9406595	0.0072136032	0.0765	79.0	165.99457478523254
49	-3.1163456	0.23611628	-2.6794598	-3.4958928	0.0	0	0	0	0	155.5	-2.966448	0.4691379	-2.4532468	-4.4344163	100000	2.4676323e-08	0.46832842	-0.010487499	-0.31681395	0.9357097	0.010155802	0.082	79.0	169.43368864059448
